tenure_months,tenure_segmentation,location,device_class,games_product,music_product,education_product,video_product,any_digital_product,all_digital_product,total_digital_product_used,call_center,use_myapp,total_product_utilisation,payment_method,monthly_purchase_thou_idr_,cltv_predicted_thou_idr_,total_spending,net_cltv_total_spending
22,high,Bandung,Mid End,Yes,Yes,Yes,No,1,0,3,No,No,3,Digital Wallet,79.5,6012.0,1749.0,4264.0
29,high,Bandung,High End,Yes,Yes,No,No,1,0,2,No,No,2,Pulsa,109.8,3446.0,3184.0,262.5
13,high,Bandung,Mid End,No,No,Yes,Yes,1,0,2,No,Yes,3,Digital Wallet,97.9,6240.0,1273.0,4970.0
43,high,Bandung,High End,Yes,No,Yes,Yes,1,0,3,Yes,Yes,5,Digital Wallet,142.4,7620.0,6124.0,1498.0
3,low,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.48,6500.0,76.44,6424.0
2,low,Bandung,Mid End,Yes,No,Yes,Yes,1,0,3,No,No,3,Debit,86.3,5880.0,172.6,5704.0
66,high,Bandung,High End,No,No,No,Yes,1,0,1,Yes,Yes,3,Credit,130.1,5864.0,8584.0,-2718.0
62,high,Bandung,High End,Yes,Yes,No,No,1,0,2,Yes,Yes,4,Pulsa,132.6,6616.0,8220.0,-1604.0
17,high,Bandung,High End,Yes,Yes,Yes,No,1,0,3,No,No,3,Credit,117.25,2634.0,1993.0,640.5
56,high,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Credit,32.7,8430.0,1831.0,6600.0
31,high,Bandung,High End,No,No,No,No,0,0,0,Yes,No,1,Credit,103.8,3320.0,3218.0,102.25
2,low,Bandung,Mid End,No,Yes,No,No,1,0,1,No,No,1,Digital Wallet,64.5,4680.0,129.0,4548.0
66,high,Bandung,High End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Credit,137.8,7950.0,9090.0,-1138.0
3,low,Bandung,High End,No,No,Yes,No,1,0,1,No,Yes,2,Pulsa,119.4,3516.0,358.2,3156.0
1,low,Bandung,Mid End,No,No,No,Yes,1,0,1,Yes,No,2,Pulsa,52.12,7064.0,52.12,7012.0
31,high,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,96.06,3328.0,2978.0,349.8
14,high,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Digital Wallet,116.75,5340.0,1634.0,3704.0
35,high,Bandung,Mid End,Yes,No,Yes,Yes,1,0,3,Yes,No,4,Pulsa,93.94,7668.0,3288.0,4380.0
37,high,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,125.5,5784.0,4644.0,1138.0
7,medium,Bandung,Mid End,No,Yes,No,No,1,0,1,No,Yes,2,Credit,52.12,5740.0,365.0,5372.0
24,high,Bandung,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,131.6,5572.0,3160.0,2414.0
1,low,Bandung,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,103.44,6610.0,103.44,6504.0
32,high,Bandung,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,109.25,4620.0,3496.0,1122.0
1,low,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,115.8,3776.0,115.8,3660.0
17,high,Bandung,High End,Yes,No,Yes,Yes,1,0,3,No,No,3,Pulsa,122.75,5332.0,2086.0,3248.0
19,high,Bandung,High End,No,Yes,Yes,No,1,0,2,No,No,2,Pulsa,101.75,4764.0,1933.0,2834.0
2,low,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,57.4,7350.0,114.8,7236.0
8,medium,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,98.5,5428.0,788.0,4640.0
1,low,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,24.83,7656.0,24.83,7630.0
1,low,Bandung,High End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,104.4,5380.0,104.4,5276.0
1,low,Bandung,High End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,97.4,7696.0,97.4,7596.0
9,medium,Bandung,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,105.1,6816.0,946.0,5868.0
3,low,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,32.2,4550.0,96.5,4456.0
49,high,Jakarta,High End,No,No,Yes,No,1,0,1,No,Yes,2,Credit,118.1,7348.0,5788.0,1559.0
2,low,Jakarta,High End,No,Yes,Yes,No,1,0,2,No,No,2,Debit,103.6,3950.0,207.2,3744.0
55,high,Jakarta,Mid End,Yes,Yes,No,No,1,0,2,Yes,No,3,Debit,74.8,7100.0,4116.0,2988.0
21,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,112.44,2646.0,2362.0,285.2
69,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,135.1,5570.0,9330.0,-3756.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,32.62,7068.0,32.62,7036.0
39,high,Jakarta,Mid End,Yes,Yes,No,Yes,1,0,3,Yes,No,4,Credit,63.62,4004.0,2482.0,1522.0
6,medium,Jakarta,High End,No,Yes,No,No,1,0,1,No,Yes,2,Credit,108.6,5516.0,651.5,4864.0
17,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,No,3,Pulsa,115.9,6610.0,1970.0,4636.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,91.56,4584.0,91.56,4492.0
58,high,Jakarta,Mid End,Yes,Yes,Yes,No,1,0,3,No,No,3,Credit,78.4,5230.0,4548.0,687.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,32.2,3902.0,32.2,3870.0
19,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Pulsa,134.2,3054.0,2552.0,502.2
3,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,102.06,4636.0,306.2,4332.0
3,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.81,4416.0,77.44,4340.0
3,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,103.9,5676.0,311.5,5364.0
30,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,129.6,4612.0,3888.0,724.0
15,high,Jakarta,Mid End,No,Yes,No,No,1,0,1,Yes,No,2,Credit,76.2,2604.0,1143.0,1461.0
10,medium,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,128.0,5852.0,1280.0,4572.0
1,low,Jakarta,Mid End,No,No,Yes,No,1,0,1,No,No,1,Digital Wallet,65.56,3648.0,65.56,3582.0
38,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,No,3,Pulsa,123.06,4548.0,4676.0,-128.2
1,low,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Credit,130.4,7536.0,130.4,7404.0
16,high,Jakarta,High End,No,No,Yes,No,1,0,1,No,Yes,2,Pulsa,115.0,6740.0,1840.0,4904.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.8,5910.0,90.8,5820.0
12,high,Jakarta,High End,Yes,No,Yes,No,1,0,2,No,No,2,Debit,106.2,3704.0,1275.0,2430.0
4,medium,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,103.9,6068.0,415.5,5656.0
15,high,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Credit,33.03,3708.0,495.2,3214.0
41,high,Jakarta,High End,Yes,No,Yes,No,1,0,2,No,No,2,Debit,108.9,6492.0,4464.0,2030.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,27.17,7050.0,27.17,7020.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,90.25,3126.0,90.25,3034.0
7,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.4,6708.0,681.5,6024.0
42,high,Jakarta,High End,Yes,No,No,No,1,0,1,No,No,1,Credit,96.4,3018.0,4048.0,-1030.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.1,2610.0,91.1,2518.0
12,high,Jakarta,High End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,101.8,4610.0,1221.0,3388.0
55,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,125.8,5316.0,6920.0,-1606.0
17,high,Jakarta,High End,Yes,Yes,No,Yes,1,0,3,No,No,3,Pulsa,122.75,3672.0,2086.0,1586.0
1,low,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,No,2,Pulsa,109.56,2824.0,109.56,2714.0
72,high,Jakarta,Mid End,Yes,Yes,Yes,Yes,1,1,4,Yes,Yes,6,Credit,120.2,7410.0,8660.0,-1247.0
11,medium,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,129.4,4124.0,1424.0,2700.0
8,medium,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,105.6,4956.0,845.0,4110.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Debit,25.94,6320.0,25.94,6292.0
23,high,Jakarta,High End,Yes,Yes,Yes,Yes,1,1,4,No,No,4,Pulsa,129.0,6940.0,2968.0,3972.0
39,high,Jakarta,High End,No,No,Yes,No,1,0,1,Yes,No,2,Pulsa,104.56,2892.0,4078.0,-1188.0
9,medium,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Debit,103.1,5892.0,928.5,4964.0
15,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,103.7,3656.0,1555.0,2102.0
30,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,130.1,6064.0,3902.0,2162.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.1,7536.0,90.1,7444.0
3,low,Jakarta,High End,No,No,No,No,0,0,0,Yes,Yes,2,Pulsa,111.56,7332.0,334.5,7000.0
67,high,Jakarta,Mid End,Yes,No,Yes,Yes,1,0,3,No,Yes,4,Pulsa,103.6,8176.0,6940.0,1234.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,65.7,4364.0,65.7,4300.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,104.7,5556.0,104.7,5452.0
12,high,Jakarta,High End,No,Yes,Yes,No,1,0,2,No,No,2,Pulsa,109.9,5400.0,1318.0,4082.0
22,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,Yes,2,Digital Wallet,109.56,6908.0,2410.0,4496.0
2,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,88.06,2988.0,176.1,2812.0
27,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,110.8,6724.0,2992.0,3732.0
10,medium,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Debit,104.06,4864.0,1041.0,3822.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.0,4756.0,26.0,4730.0
22,high,Jakarta,Mid End,Yes,No,No,No,1,0,1,No,No,1,Credit,63.44,2952.0,1396.0,1555.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,110.56,3868.0,110.56,3756.0
21,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,Yes,Yes,5,Pulsa,133.6,4060.0,2806.0,1253.0
6,medium,Jakarta,High End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Digital Wallet,129.9,4840.0,779.5,4058.0
72,high,Jakarta,High End,Yes,Yes,Yes,Yes,1,1,4,Yes,Yes,6,Debit,153.1,5760.0,11020.0,-5264.0
54,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,103.4,7388.0,5580.0,1808.0
3,low,Jakarta,High End,No,No,No,No,0,0,0,Yes,No,1,Debit,103.56,6548.0,310.8,6236.0
8,medium,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,123.1,7556.0,985.0,6570.0
5,medium,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,No,2,Pulsa,120.25,3652.0,601.0,3052.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.28,3724.0,25.28,3700.0
2,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,98.2,5616.0,196.4,5420.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.0,3230.0,91.0,3140.0
65,high,Jakarta,Mid End,Yes,No,No,Yes,1,0,2,Yes,Yes,4,Debit,97.25,6770.0,6320.0,448.5
33,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,135.8,4140.0,4480.0,-338.2
15,high,Jakarta,High End,Yes,No,No,Yes,1,0,2,No,No,2,Pulsa,112.06,7576.0,1681.0,5896.0
30,high,Jakarta,Mid End,No,No,No,Yes,1,0,1,Yes,Yes,3,Credit,66.56,5940.0,1997.0,3942.0
2,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.34,3230.0,50.7,3178.0
4,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.4,2758.0,389.5,2370.0
2,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Credit,97.4,2702.0,194.8,2506.0
25,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,130.4,2854.0,3258.0,-404.8
25,high,Jakarta,High End,Yes,Yes,No,Yes,1,0,3,No,Yes,4,Digital Wallet,133.6,6460.0,3340.0,3118.0
43,high,Jakarta,High End,No,No,No,Yes,1,0,1,Yes,Yes,3,Pulsa,130.0,6188.0,5590.0,598.0
10,medium,Jakarta,High End,No,Yes,No,Yes,1,0,2,Yes,Yes,4,Pulsa,129.8,5516.0,1298.0,4216.0
2,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Debit,122.44,6890.0,244.9,6644.0
9,medium,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,109.0,4840.0,981.0,3858.0
27,high,Jakarta,High End,No,No,Yes,No,1,0,1,No,Yes,2,Credit,114.8,3146.0,3100.0,46.66
69,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,Yes,Yes,5,Debit,135.2,5532.0,9336.0,-3804.0
22,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Credit,123.1,7300.0,2708.0,4590.0
56,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Debit,130.9,6244.0,7330.0,-1083.0
66,high,Jakarta,Mid End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Debit,104.7,5720.0,6910.0,-1191.0
24,high,Jakarta,High End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,102.5,4002.0,2460.0,1543.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,57.78,6344.0,57.78,6284.0
36,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,110.4,3192.0,3974.0,-782.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.33,3846.0,26.33,3820.0
1,low,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,96.6,7324.0,96.6,7228.0
1,low,Jakarta,Mid End,No,No,Yes,No,1,0,1,Yes,No,2,Digital Wallet,80.7,3818.0,80.7,3738.0
39,high,Jakarta,Mid End,Yes,No,Yes,Yes,1,0,3,Yes,Yes,5,Credit,104.0,3516.0,4056.0,-541.0
5,medium,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Digital Wallet,135.4,4070.0,676.5,3394.0
24,high,Jakarta,Mid End,Yes,No,No,No,1,0,1,No,Yes,2,Debit,50.84,5970.0,1220.0,4748.0
2,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,99.44,7730.0,198.9,7530.0
5,medium,Jakarta,Mid End,No,No,No,No,0,0,0,Yes,No,1,Pulsa,63.97,5636.0,319.8,5316.0
11,medium,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Credit,30.1,7372.0,331.0,7040.0
4,medium,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,105.1,3850.0,420.5,3428.0
1,low,Jakarta,Mid End,No,Yes,No,No,1,0,1,Yes,No,2,Digital Wallet,78.1,7350.0,78.1,7270.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,102.6,2650.0,102.6,2546.0
2,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,58.7,3508.0,117.4,3392.0
3,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,103.25,3182.0,309.8,2872.0
44,high,Jakarta,Mid End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Digital Wallet,70.1,3966.0,3086.0,880.5
24,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Credit,129.1,6256.0,3098.0,3156.0
18,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,104.9,4924.0,1887.0,3038.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,92.44,7572.0,92.44,7480.0
65,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,138.1,7756.0,8980.0,-1224.0
53,high,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Debit,27.05,5416.0,1433.0,3982.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,122.2,5428.0,122.2,5308.0
15,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,Yes,2,Pulsa,116.8,3468.0,1752.0,1716.0
4,medium,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,59.8,6820.0,239.2,6580.0
9,medium,Jakarta,Mid End,No,Yes,No,Yes,1,0,2,Yes,No,3,Digital Wallet,86.1,7170.0,775.0,6396.0
22,high,Jakarta,High End,No,No,No,Yes,1,0,1,Yes,No,2,Pulsa,117.0,6160.0,2574.0,3586.0
38,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Debit,91.56,7068.0,3480.0,3588.0
53,high,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Debit,25.67,8144.0,1361.0,6784.0
1,low,Jakarta,Mid End,Yes,No,No,No,1,0,1,Yes,No,2,Pulsa,70.1,3602.0,70.1,3532.0
8,medium,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,137.1,7210.0,1097.0,6110.0
16,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,105.3,3036.0,1685.0,1351.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.75,2760.0,90.75,2670.0
7,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,95.9,7330.0,671.0,6660.0
9,medium,Jakarta,Mid End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,70.94,6052.0,638.0,5416.0
37,high,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,99.1,7616.0,3668.0,3950.0
5,medium,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Digital Wallet,122.06,7064.0,610.5,6456.0
3,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.5,3238.0,274.5,2964.0
31,high,Bandung,High End,No,Yes,No,No,1,0,1,No,Yes,2,Pulsa,118.5,6784.0,3674.0,3112.0
2,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,92.25,7010.0,184.5,6824.0
37,high,Bandung,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,129.4,5504.0,4784.0,717.0
38,high,Bandung,High End,Yes,Yes,Yes,No,1,0,3,No,No,3,Credit,109.06,2804.0,4144.0,-1341.0
48,high,Bandung,High End,Yes,Yes,Yes,Yes,1,1,4,Yes,Yes,6,Pulsa,152.6,7690.0,7330.0,360.5
10,medium,Bandung,High End,Yes,Yes,Yes,Yes,1,1,4,No,Yes,5,Pulsa,135.8,6544.0,1357.0,5188.0
8,medium,Bandung,Mid End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,38.22,7764.0,305.8,7456.0
2,low,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,58.03,6052.0,116.06,5936.0
3,low,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,32.8,2714.0,98.5,2616.0
4,medium,Bandung,High End,No,Yes,Yes,No,1,0,2,No,No,2,Debit,109.25,7216.0,437.0,6780.0
37,high,Bandung,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,111.44,6124.0,4124.0,2003.0
1,low,Bandung,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,97.1,6100.0,97.1,6004.0
5,medium,Bandung,High End,No,Yes,No,Yes,1,0,2,No,No,2,Pulsa,118.06,6616.0,590.0,6028.0
28,high,Bandung,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,138.0,6540.0,3864.0,2676.0
30,high,Bandung,Mid End,Yes,Yes,Yes,Yes,1,1,4,Yes,Yes,6,Debit,110.94,3006.0,3328.0,-321.8
36,high,Bandung,High End,Yes,No,No,Yes,1,0,2,No,No,2,Pulsa,118.1,7400.0,4252.0,3148.0
1,low,Bandung,Mid End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,46.47,4356.0,46.47,4308.0
4,medium,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,59.8,6236.0,239.2,5996.0
17,high,Bandung,High End,Yes,No,Yes,Yes,1,0,3,No,No,3,Pulsa,116.25,3308.0,1976.0,1331.0
3,low,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.73,5620.0,77.25,5544.0
4,medium,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,66.2,7400.0,264.8,7132.0
4,medium,Bandung,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,105.3,4668.0,421.2,4250.0
26,high,Bandung,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,127.9,6496.0,3324.0,3172.0
5,medium,Bandung,Mid End,No,Yes,No,Yes,1,0,2,No,Yes,3,Digital Wallet,66.3,6020.0,331.5,5690.0
4,medium,Bandung,High End,No,Yes,No,Yes,1,0,2,No,No,2,Pulsa,119.1,2782.0,476.5,2306.0
1,low,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,118.1,6612.0,118.1,6492.0
1,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,90.25,3702.0,90.25,3610.0
8,medium,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Credit,122.8,4780.0,982.5,3796.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Credit,26.19,5560.0,26.19,5532.0
50,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,124.44,5572.0,6220.0,-647.5
26,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Debit,97.44,3814.0,2534.0,1281.0
6,medium,Jakarta,Mid End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,62.34,2912.0,374.0,2538.0
3,low,Jakarta,Mid End,No,No,No,Yes,1,0,1,Yes,No,2,Pulsa,82.7,4100.0,248.0,3854.0
3,low,Jakarta,Mid End,No,Yes,No,No,1,0,1,Yes,No,2,Digital Wallet,47.9,7572.0,143.8,7428.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,57.34,7740.0,57.34,7684.0
14,high,Jakarta,Mid End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,66.0,6348.0,923.5,5424.0
61,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Credit,135.8,5736.0,8280.0,-2544.0
40,high,Jakarta,Mid End,No,Yes,No,Yes,1,0,2,No,No,2,Pulsa,51.1,2984.0,2044.0,941.0
58,high,Jakarta,High End,Yes,Yes,Yes,Yes,1,1,4,No,Yes,5,Pulsa,138.4,7670.0,8028.0,-353.8
18,high,Jakarta,High End,Yes,No,No,Yes,1,0,2,No,Yes,3,Pulsa,124.9,7256.0,2248.0,5010.0
7,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Debit,97.6,7170.0,683.5,6484.0
2,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,58.12,6004.0,116.25,5890.0
19,high,Jakarta,Mid End,No,No,Yes,No,1,0,1,Yes,No,2,Credit,71.5,5900.0,1358.0,4544.0
11,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,96.6,6596.0,1063.0,5536.0
39,high,Jakarta,High End,Yes,No,Yes,Yes,1,0,3,Yes,Yes,5,Credit,136.1,3082.0,5308.0,-2226.0
15,high,Jakarta,Mid End,Yes,No,No,No,1,0,1,No,No,1,Digital Wallet,72.44,5876.0,1086.0,4788.0
5,medium,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Credit,25.81,4940.0,129.0,4810.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.4,7750.0,91.4,7660.0
10,medium,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,111.2,4336.0,1112.0,3224.0
6,medium,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Digital Wallet,122.9,4508.0,737.0,3772.0
16,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Credit,110.94,7500.0,1775.0,5724.0
2,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Digital Wallet,103.56,6610.0,207.1,6400.0
2,low,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,103.5,5620.0,207.0,5412.0
19,high,Jakarta,High End,Yes,No,No,Yes,1,0,2,No,No,2,Pulsa,117.75,3084.0,2238.0,847.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Debit,26.27,3980.0,26.27,3954.0
66,high,Jakarta,High End,Yes,No,Yes,Yes,1,0,3,No,Yes,4,Credit,137.9,7284.0,9096.0,-1816.0
36,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,128.9,5444.0,4640.0,804.0
39,high,Jakarta,Mid End,Yes,No,Yes,Yes,1,0,3,No,Yes,4,Pulsa,72.7,7320.0,2834.0,4490.0
21,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,107.06,3772.0,2248.0,1524.0
2,low,Jakarta,Mid End,No,Yes,Yes,No,1,0,2,Yes,No,3,Credit,52.53,4704.0,105.06,4600.0
4,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.94,2886.0,391.8,2494.0
35,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,No,2,Pulsa,110.7,7708.0,3874.0,3832.0
